yardline_100,ydstogo,td_prob,fg_prob,opp_td_prob,opp_fg_prob,no_score_prob,ep,n
24.0,22.0,0.0,0.81724745,0.0,0.0,0.18275258,2.4517422,1
24.0,23.0,0.022816708,0.7448929,0.043770768,0.01945004,0.1682773,2.029583,2
24.0,24.0,0.030888647,0.839169,0.062441707,0.038786024,0.0279311,2.1800804,6
25.0,1.0,0.23027222,0.5401643,0.08137383,0.060422495,0.086181365,2.482219,41
25.0,2.0,0.072289765,0.75353384,0.060370564,0.039314266,0.073451266,2.2260473,25
25.0,3.0,0.054426607,0.75652444,0.061474707,0.03992987,0.08656375,2.1006098,18
25.0,4.0,0.04588581,0.79825664,0.06303,0.042012826,0.04984434,2.148356,27
25.0,5.0,0.04056028,0.79322153,0.05444046,0.038641695,0.07226553,2.16643,28
25.0,6.0,0.031917073,0.8184338,0.06161053,0.038191415,0.048985824,2.132539,23
25.0,7.0,0.029390719,0.81349254,0.05507991,0.034311842,0.06692877,2.1573482,18
25.0,8.0,0.032767713,0.80580556,0.05754017,0.039247617,0.06380348,2.1258981,18
25.0,9.0,0.03560615,0.82813174,0.074147135,0.042964216,0.01819193,2.0853083,8
25.0,10.0,0.019538395,0.7966373,0.033986375,0.020959578,0.12834753,2.2256596,32
25.0,11.0,0.035900917,0.8185178,0.06167855,0.03850971,0.04441221,2.1594884,8
25.0,12.0,0.033317495,0.8209371,0.059571348,0.0343495,0.050914038,2.1755567,8
25.0,13.0,0.02985928,0.80228204,0.05863334,0.0338465,0.074541315,2.103615,12
25.0,14.0,0.043077003,0.8050416,0.061784297,0.04451187,0.044451952,2.150059,3
25.0,15.0,0.027035477,0.8170375,0.056896385,0.03770904,0.060523644,2.1286325,11
25.0,16.0,0.03971575,0.82575893,0.07880162,0.044319462,0.01032344,2.069966,6
25.0,17.0,0.032291632,0.8235409,0.068839274,0.039741836,0.034627862,2.0949025,6
25.0,18.0,0.05989255,0.7783438,0.061921902,0.04458244,0.054110706,2.1870427,1
25.0,19.0,0.022011027,0.830926,0.047596168,0.026149377,0.072737105,2.2349885,3
25.0,20.0,0.03873531,0.8240254,0.0787209,0.044619586,0.012906178,2.0579112,1
25.0,21.0,0.038954258,0.8245745,0.076131456,0.04165965,0.017613523,2.0882552,6
25.0,22.0,0.05968341,0.7830539,0.06737099,0.04254001,0.045918506,2.1678493,1
25.0,23.0,0.047378987,0.8256038,0.07739337,0.04700544,0.0013828046,2.1250546,1
25.0,25.0,0.039187096,0.75498414,0.051241323,0.038506545,0.11469247,2.0648713,2
26.0,1.0,0.2320057,0.5074222,0.08065275,0.06604822,0.11233323,2.3842041,24
26.0,2.0,0.0983953,0.7114642,0.071154974,0.052163444,0.065545976,2.168783,25
26.0,3.0,0.0451243,0.7587241,0.06315838,0.044118997,0.0877712,2.017213,20
26.0,4.0,0.042434532,0.7546464,0.054051273,0.036884345,0.11096723,2.0720785,13
26.0,5.0,0.038915526,0.78231686,0.06647764,0.042190276,0.06906535,2.0270228,20
26.0,6.0,0.034555946,0.80169755,0.06495956,0.04017853,0.05765875,2.0712306,27
26.0,7.0,0.038890377,0.7996258,0.071740784,0.048277516,0.040375464,2.0232687,24
26.0,8.0,0.033656683,0.78657186,0.063382916,0.040069535,0.07537529,2.0308552,17
26.0,9.0,0.042684764,0.8145375,0.08367882,0.04860571,0.0092983125,2.0099907,7
26.0,10.0,0.02144304,0.75225025,0.026987392,0.02452343,0.17425235,2.144317,26
26.0,11.0,0.027259732,0.7876089,0.05000999,0.040325917,0.09395661,2.0819774,11
26.0,12.0,0.034322686,0.77342635,0.056334376,0.039212372,0.095746286,2.048455,12
26.0,13.0,0.03008507,0.8130302,0.064915285,0.044054054,0.046990886,2.0624182,8
26.0,14.0,0.026793806,0.73762465,0.04626543,0.035358783,0.15312016,1.9703159,8
26.0,15.0,0.024147287,0.79544264,0.041881893,0.027948994,0.10988863,2.1777887,7
26.0,16.0,0.04397501,0.8071419,0.06927617,0.04892446,0.029553782,2.0967767,2
26.0,17.0,0.02522878,0.8078795,0.057526022,0.046911836,0.061666712,2.0564244,4
26.0,18.0,0.030624786,0.81055,0.06538849,0.043531314,0.04902999,2.0570521,3
26.0,19.0,0.04698319,0.80842286,0.081128165,0.04991046,0.012375261,2.0359633,1
26.0,20.0,0.04192646,0.8064242,0.07946258,0.04888358,0.0221917,2.0093327,2
26.0,21.0,0.032901194,0.800771,0.068874285,0.042646766,0.05377231,2.0216382,2
26.0,22.0,0.04651463,0.8066184,0.075646095,0.049182165,0.020844951,2.0678415,3
26.0,23.0,0.039326757,0.80540687,0.06760505,0.047174342,0.039411597,2.0760138,2
27.0,1.0,0.25030527,0.48425835,0.07745641,0.0640198,0.122234255,2.4714184,37
27.0,2.0,0.0963486,0.6987773,0.07185334,0.05206779,0.07967054,2.111733,26
27.0,3.0,0.049566194,0.7473424,0.07127854,0.049363602,0.08133277,1.9418217,24
27.0,4.0,0.047397595,0.76795834,0.07409082,0.048113193,0.06130745,1.9722066,18
27.0,5.0,0.04872742,0.7224873,0.04917597,0.043585185,0.13498203,2.0336502,14
27.0,6.0,0.028006295,0.78798723,0.05487135,0.04340013,0.08486731,2.045078,23
27.0,7.0,0.04423775,0.77733326,0.0745602,0.04877597,0.053937692,1.9728647,16
27.0,8.0,0.042416245,0.7796593,0.0695492,0.047223546,0.060118902,2.0068429,23
27.0,9.0,0.04723543,0.78447884,0.080496654,0.04824657,0.03830539,1.9751981,10
27.0,10.0,0.025562225,0.7602495,0.03626509,0.024542993,0.15269452,2.1322267,29
27.0,11.0,0.044502016,0.7707507,0.08054668,0.049337275,0.053690158,1.9112875,10
27.0,12.0,0.04111894,0.7828711,0.077895775,0.050985932,0.04591716,1.9376425,10
27.0,13.0,0.04114508,0.74290794,0.07187616,0.05000522,0.092855945,1.8631074,10
27.0,14.0,0.041690357,0.7401429,0.050999105,0.039238386,0.12695906,2.0373874,9
27.0,15.0,0.011972284,0.77079093,0.026291592,0.021462994,0.16887937,2.1468592,2
27.0,16.0,0.047286093,0.7900424,0.102312505,0.05439338,0.0046501765,1.8207769,2
27.0,17.0,0.03162701,0.7920774,0.06333454,0.049023136,0.06302385,2.0066528,4
27.0,18.0,0.046165336,0.797531,0.084162675,0.04968487,0.02125192,1.9767876,5
27.0,19.0,0.05668867,0.790903,0.084357016,0.055780683,0.010972158,2.0107307,1
27.0,20.0,0.02778877,0.7818101,0.06494149,0.0366327,0.087885745,1.974621,5
27.0,21.0,0.043181296,0.78850615,0.08715072,0.052545927,0.027116233,1.898529,4
27.0,22.0,0.030229097,0.80641216,0.06535167,0.045366284,0.05174766,2.0367348,3
27.0,23.0,0.048693683,0.79618865,0.080908395,0.052996803,0.01991849,2.0036108,3
27.0,25.0,0.04465965,0.7889429,0.07338957,0.05200362,0.0398358,2.0089405,1
27.0,27.0,0.022028938,0.77745134,0.04987767,0.033150688,0.11652256,2.0367281,3
28.0,1.0,0.25603604,0.4584966,0.08669936,0.0696186,0.12744726,2.352878,37
28.0,2.0,0.1010941,0.68526155,0.08405876,0.057237614,0.07107549,2.0033658,24
28.0,3.0,0.06774065,0.72772783,0.07955877,0.050279982,0.07340918,1.9491966,21
28.0,4.0,0.056971617,0.7032993,0.07566853,0.047769297,0.11512187,1.8356068,25
28.0,5.0,0.043247588,0.7326349,0.071619265,0.043571457,0.107757404,1.8683884,20
28.0,6.0,0.045874685,0.7297997,0.06305521,0.04827945,0.11183393,1.9241189,18
28.0,7.0,0.049098026,0.7431548,0.07983859,0.051472023,0.075316414,1.8592459,19
28.0,8.0,0.031996235,0.7666393,0.06680396,0.045969784,0.087657325,1.917969,18
28.0,9.0,0.041624982,0.7680458,0.08810408,0.053304307,0.047842238,1.8184298,15
28.0,10.0,0.028729321,0.73889256,0.045350015,0.03193319,0.15442793,2.004358,24
28.0,11.0,0.046305068,0.77918196,0.103382625,0.057870734,0.011941434,1.7635466,5
28.0,12.0,0.038020253,0.68127006,0.050606746,0.035960853,0.19323066,1.8478045,8
28.0,13.0,0.046547312,0.7268731,0.069554225,0.04797591,0.107701495,1.8757902,10
28.0,14.0,0.04775295,0.7703291,0.086531445,0.051543154,0.04251993,1.8839399,8
28.0,15.0,0.035341926,0.76952976,0.07523684,0.04695527,0.07176758,1.8875912,7
28.0,16.0,0.01980635,0.7694941,0.04649744,0.03946475,0.12413031,2.003044,5
28.0,18.0,0.043736108,0.7374469,0.071468174,0.05030686,0.095706835,1.867794,7
28.0,19.0,0.043393258,0.78665775,0.092824996,0.053599972,0.022440517,1.8525852,3
28.0,20.0,0.06303997,0.60712117,0.022421245,0.04955282,0.2569476,1.9573656,1
28.0,21.0,0.047619745,0.80956,0.087995715,0.05083946,0.002571715,1.9927332,1
28.0,22.0,0.050550275,0.77113396,0.10395312,0.060781255,0.011435154,1.7542806,1
28.0,24.0,0.042203,0.76727307,0.09181643,0.054999232,0.04246053,1.7889225,1
28.0,25.0,0.047182575,0.777918,0.11452021,0.056105286,0.002878509,1.693023,2
29.0,1.0,0.19597574,0.54011315,0.089590706,0.069886714,0.1029657,2.1556907,36
29.0,2.0,0.11722034,0.6192623,0.08090781,0.06237314,0.118869625,1.9251878,21
29.0,3.0,0.049326796,0.7506379,0.08837983,0.05481619,0.055639163,1.8133624,27
29.0,4.0,0.058330234,0.7200451,0.08484939,0.06044136,0.07514788,1.792981,22
29.0,5.0,0.045431297,0.7152315,0.07111532,0.049081106,0.11807809,1.8183856,24
29.0,6.0,0.051852837,0.71474767,0.07954628,0.053930953,0.09872428,1.7881304,24
29.0,7.0,0.05065828,0.69037104,0.07476911,0.05059802,0.1323461,1.7502342,23
29.0,8.0,0.04912486,0.7341632,0.09081592,0.059951913,0.064642705,1.7304294,16
29.0,9.0,0.041802213,0.74876755,0.08021558,0.0511353,0.076950826,1.8232489,12
29.0,10.0,0.029138753,0.7371969,0.048760585,0.03577297,0.14836417,1.9665512,40
29.0,11.0,0.0505419,0.74428463,0.08047686,0.053768698,0.06970032,1.8614029,8
29.0,12.0,0.047002137,0.741834,0.07777218,0.048134774,0.08422434,1.8652834,8
29.0,13.0,0.034514733,0.7590064,0.067286745,0.057820357,0.08040879,1.873496,5
29.0,14.0,0.0425922,0.76629823,0.080861665,0.058777116,0.05042824,1.8541172,5
29.0,15.0,0.013063254,0.7736554,0.02494745,0.022776045,0.16519427,2.1692474,4
29.0,16.0,0.049994256,0.7673752,0.11275452,0.061872568,0.0062350514,1.6750717,3
29.0,17.0,0.057490565,0.7553125,0.10180936,0.06470147,0.019300502,1.7605993,2
29.0,18.0,0.046203464,0.7713294,0.10803085,0.058498364,0.014640831,1.7047021,7
29.0,19.0,0.04325757,0.75019836,0.11193994,0.06326691,0.029920539,1.5790081,2
29.0,20.0,0.0526778,0.75323683,0.12494012,0.064725116,0.002826981,1.5583811,1
29.0,22.0,0.037954316,0.7473065,0.09626581,0.053278856,0.063846,1.6731132,1
29.0,25.0,0.035684153,0.769763,0.0891826,0.052183352,0.05210083,1.7780681,2
30.0,1.0,0.22880186,0.43885162,0.08801454,0.07088084,0.17179374,2.0906923,35
30.0,2.0,0.13472508,0.59664536,0.09828358,0.0718422,0.096945986,1.8296578,28
30.0,3.0,0.058483813,0.6903039,0.092691526,0.06026369,0.09691346,1.6501585,26
30.0,4.0,0.069867514,0.6648347,0.08995617,0.06238986,0.11167354,1.6663406,31
30.0,5.0,0.05274688,0.71581334,0.09410641,0.060380228,0.07568101,1.6762062,34
30.0,6.0,0.042297382,0.70900863,0.08278617,0.055657703,0.10905798,1.6760634,31
30.0,7.0,0.049460046,0.7180744,0.09641655,0.061987884,0.072787575,1.6388352,19
30.0,8.0,0.047328655,0.719116,0.09149344,0.05921704,0.08161179,1.6697942,22
30.0,9.0,0.040655892,0.7237734,0.09284506,0.0567139,0.08487609,1.6351566,11
30.0,10.0,0.03371325,0.7085755,0.05353425,0.03815154,0.16513708,1.8722137,40
30.0,11.0,0.058283158,0.645159,0.07578102,0.048355274,0.17115095,1.6678821,9
30.0,12.0,0.0385963,0.6880655,0.06918751,0.059288647,0.14359601,1.6724756,7
30.0,13.0,0.05110448,0.6167101,0.06622763,0.04731518,0.2175334,1.6020422,7
30.0,14.0,0.04546181,0.7620881,0.099521995,0.059085023,0.032500453,1.7295263,5
30.0,15.0,0.036468614,0.7292889,0.08198963,0.0597469,0.091334894,1.689148,10
30.0,16.0,0.040510356,0.70210826,0.07693251,0.05108099,0.1282973,1.6975667,5
30.0,17.0,0.04393645,0.748464,0.09710745,0.05984428,0.049325977,1.6925274,7
30.0,18.0,0.02634315,0.723067,0.0683517,0.06481488,0.11647107,1.6799026,2
30.0,19.0,0.053135555,0.732831,0.120717786,0.068985604,0.022732066,1.517286,3
30.0,20.0,0.056652796,0.7452176,0.10860703,0.06616433,0.021928951,1.6724831,3
30.0,21.0,0.04273423,0.74871516,0.11730026,0.06525797,0.024651699,1.5275598,2
30.0,22.0,0.05858825,0.72745407,0.11796678,0.07450221,0.020128395,1.5430772,4
30.0,26.0,0.034214456,0.2728959,0.03906329,0.03166041,0.12094637,1.3820392,2
30.0,29.0,0.008555604,0.70677894,0.04881673,0.02806312,0.207098,1.7535206,1
31.0,1.0,0.26907608,0.4348635,0.10783819,0.08252104,0.10399863,2.1864617,35
31.0,2.0,0.0974881,0.6484664,0.104161374,0.069842346,0.07863354,1.688824,21
31.0,3.0,0.080244355,0.6460303,0.10322664,0.06833907,0.10076243,1.5720768,24
31.0,4.0,0.057823837,0.6869062,0.106513605,0.06623793,0.08107671,1.5202479,18
31.0,5.0,0.06844717,0.6799741,0.11390603,0.07045825,0.06558859,1.5096891,21
31.0,6.0,0.049624212,0.71736324,0.097392105,0.0624558,0.071757495,1.6293243,16
31.0,7.0,0.06473561,0.6925566,0.10636353,0.06966375,0.065188065,1.5767356,30
31.0,8.0,0.043512877,0.7122193,0.097542554,0.06759288,0.07784937,1.5549302,11
31.0,9.0,0.05020254,0.69556564,0.09102386,0.06906513,0.092863835,1.5933061,18
31.0,10.0,0.034565743,0.65779585,0.033980038,0.040704954,0.23232275,1.8554202,17
31.0,11.0,0.0542729,0.6850721,0.10298127,0.06850741,0.087602586,1.5080812,10
31.0,12.0,0.050947793,0.71947145,0.088882655,0.06442034,0.0748454,1.6982889,4
31.0,13.0,0.026455775,0.7105243,0.06402295,0.053026818,0.14502308,1.7086672,5
31.0,14.0,0.067670114,0.7093611,0.12988932,0.08377451,0.007618612,1.4405957,3
31.0,15.0,0.044546112,0.6954243,0.09241898,0.062255487,0.10389887,1.5635637,9
31.0,16.0,0.04482945,0.67771995,0.08884352,0.056464303,0.13061573,1.5560253,5
31.0,17.0,0.04982862,0.736887,0.1053279,0.0677451,0.03873022,1.6179056,2
31.0,18.0,0.03821677,0.73097825,0.105669565,0.06516967,0.05862178,1.5244492,2
31.0,19.0,0.039132535,0.64121103,0.07311774,0.04364265,0.20182484,1.5550115,2
31.0,20.0,0.05394991,0.71215487,0.12901221,0.07554249,0.02760429,1.3830868,3
31.0,21.0,0.056452412,0.7140808,0.12700519,0.07674006,0.024121854,1.4170697,2
31.0,23.0,0.04129229,0.7053956,0.10955332,0.06741232,0.07494655,1.4348218,2
31.0,24.0,0.030016333,0.70005465,0.077577844,0.06584859,0.12537397,1.5689526,2
31.0,27.0,0.0020968928,0.68170655,0.0061752857,0.035226107,0.27462962,1.9109552,1
31.0,28.0,0.0024978558,0.68092006,0.0028657005,0.0077210423,0.30584648,2.0170438,1
31.0,30.0,0.0027389524,0.6808072,0.0035168978,0.013091166,0.29967746,1.9977037,1
32.0,1.0,0.292526,0.39616218,0.11673923,0.08088251,0.11126598,2.1780722,31
32.0,2.0,0.1160836,0.5779327,0.097222984,0.06749537,0.139363,1.6638707,25
32.0,3.0,0.09491545,0.6153627,0.11159845,0.07215848,0.10398569,1.5131335,23
32.0,4.0,0.102116264,0.5912337,0.10939756,0.07229729,0.123033285,1.5064088,26
32.0,5.0,0.073453896,0.60306996,0.08922944,0.07165005,0.16093579,1.4842329,25
32.0,6.0,0.059082985,0.6362593,0.08187874,0.06556098,0.15580867,1.5525283,13
32.0,7.0,0.044838432,0.69427496,0.09992994,0.06553603,0.09397604,1.4995989,25
32.0,8.0,0.04686464,0.70317847,0.10505752,0.070691876,0.07275593,1.4890517,18
32.0,9.0,0.0558377,0.68973094,0.12452415,0.07807742,0.050074216,1.353019,13
32.0,10.0,0.04119673,0.6789449,0.07657403,0.05309023,0.14893502,1.629294,24
32.0,11.0,0.05058863,0.6348369,0.10179541,0.06741765,0.14363945,1.3432565,9
32.0,12.0,0.050870664,0.71374017,0.11761973,0.072559886,0.043394815,1.454356,10
32.0,13.0,0.05776798,0.70142764,0.13176627,0.07832609,0.028722549,1.3492851,7
32.0,14.0,0.044237792,0.5678752,0.09473875,0.06383464,0.22776766,1.1583788,6
32.0,15.0,0.06145758,0.63911617,0.09670057,0.068007,0.13304064,1.4667423,8
32.0,16.0,0.053386632,0.69811505,0.12680714,0.075319886,0.044137347,1.3517092,6
32.0,17.0,0.081139274,0.63300204,0.15446582,0.104895,0.023639794,1.0725495,2
32.0,18.0,0.044324353,0.70147705,0.103612244,0.079202205,0.06986648,1.4504766,4
32.0,19.0,0.050213695,0.73232764,0.117479436,0.070179395,0.028279195,1.5143558,3
32.0,20.0,0.042682722,0.7061629,0.10865127,0.0680032,0.07276321,1.4506658,3
32.0,21.0,0.023513675,0.6788918,0.069707975,0.07277349,0.15376921,1.4930046,2
32.0,22.0,0.050767906,0.75281584,0.124496415,0.06524737,0.0045618378,1.5435731,1
32.0,23.0,0.018066313,0.7031858,0.046671722,0.032943442,0.19841018,1.8096924,2
32.0,24.0,0.065462604,0.6957152,0.13398103,0.08263618,0.020395499,1.3583163,1
33.0,1.0,0.27831253,0.3957358,0.12158893,0.08437739,0.11754888,2.0324552,39
33.0,2.0,0.108832605,0.5314189,0.12568893,0.07810118,0.067039296,1.3695948,23
33.0,3.0,0.111306705,0.5526168,0.11225727,0.077426605,0.14418526,1.4194635,24
33.0,4.0,0.092234395,0.59016013,0.11625562,0.08197747,0.11743673,1.3560281,20
33.0,5.0,0.10198501,0.59690046,0.13109408,0.08532565,0.0824604,1.3310533,25
33.0,6.0,0.08496867,0.6126308,0.12579338,0.08240154,0.09190838,1.3036668,20
33.0,7.0,0.057144858,0.6458517,0.11251102,0.069595605,0.11310625,1.340274,17
33.0,8.0,0.04639332,0.6694266,0.10941449,0.07387407,0.099214874,1.3442111,27
33.0,9.0,0.047043458,0.67098415,0.11703142,0.075602666,0.087715894,1.2948625,16
33.0,10.0,0.044989344,0.5953698,0.073191665,0.047562208,0.206442,1.480601,32
33.0,11.0,0.05300412,0.633075,0.111001045,0.07622401,0.124812715,1.2636387,6
33.0,12.0,0.078920856,0.6550648,0.13149482,0.08755132,0.044932943,1.3341063,8
33.0,13.0,0.039549183,0.6814806,0.0873494,0.05678778,0.13344708,1.5382731,7
33.0,14.0,0.053873576,0.6258716,0.10758091,0.0848056,0.12605289,1.2468177,8
33.0,15.0,0.04986776,0.65723485,0.09345022,0.061189126,0.13684799,1.4820557,6
33.0,16.0,0.051862255,0.66971374,0.14243877,0.08777633,0.046635713,1.1108671,2
33.0,17.0,0.044010937,0.7335228,0.11654119,0.06938526,0.03485841,1.482893,2
33.0,18.0,0.06125766,0.6951513,0.12651454,0.08279225,0.03219695,1.3786278,9
33.0,19.0,0.03817392,0.6605292,0.09674394,0.07815461,0.12520084,1.3364346,5
33.0,20.0,0.03141246,0.66049486,0.10019168,0.09095447,0.11588109,1.2265463,2
33.0,21.0,0.04342007,0.7019723,0.10798368,0.07557734,0.06911992,1.4246814,4
33.0,22.0,0.062251646,0.6964933,0.14435007,0.086293526,0.008686042,1.2542125,3
33.0,24.0,0.035494383,0.6987442,0.08745443,0.05330374,0.12372388,1.5713,2
33.0,25.0,0.05065134,0.73715764,0.13332413,0.07358789,0.0036874707,1.4107965,1
33.0,28.0,0.0025337327,0.63651454,0.0062194127,0.022380475,0.33215648,1.8166093,1
34.0,1.0,0.22490121,0.43728527,0.13225658,0.08077407,0.122546196,1.7187427,33
34.0,2.0,0.1587385,0.4726586,0.12635528,0.08516065,0.15489267,1.3899375,27
34.0,3.0,0.13245852,0.5355911,0.15174899,0.09346063,0.0843593,1.1923196,26
34.0,4.0,0.07095396,0.5926498,0.0996743,0.068977244,0.1662667,1.3696707,34
34.0,5.0,0.04405181,0.63065684,0.09258633,0.06354085,0.1677305,1.36055,32
34.0,6.0,0.06801056,0.6157831,0.12073596,0.08205315,0.111627854,1.2314273,28
34.0,7.0,0.06497223,0.61767334,0.11632119,0.07394236,0.12529913,1.2709761,27
34.0,8.0,0.06557962,0.63999027,0.13064985,0.08823965,0.0735699,1.1984679,16
34.0,9.0,0.057935413,0.66889143,0.13963047,0.08150957,0.050293908,1.1892561,12
34.0,10.0,0.031875376,0.61441463,0.059237678,0.053332217,0.24022208,1.4914771,26
34.0,11.0,0.060911756,0.55540574,0.122949444,0.07883824,0.1799337,0.9956524,5
34.0,12.0,0.08064723,0.5020229,0.13679875,0.081650555,0.053881593,0.9818555,7
34.0,13.0,0.05372268,0.672297,0.12180422,0.07541238,0.074967846,1.3121948,8
34.0,14.0,0.050234456,0.63001865,0.113014095,0.07834143,0.1267552,1.2143124,7
34.0,15.0,0.05226263,0.5921121,0.084474765,0.061652,0.20813309,1.3650026,7
34.0,16.0,0.07096857,0.6390404,0.13595454,0.08249068,0.06956223,1.2140461,5
34.0,17.0,0.019254714,0.6323613,0.09671854,0.06791806,0.18282866,1.1500887,1
34.0,18.0,0.03588633,0.65841,0.09471988,0.0594801,0.1503046,1.3839318,7
34.0,19.0,0.03595801,0.63263077,0.08023833,0.059689075,0.19033232,1.4079248,4
34.0,20.0,0.030921713,0.69123214,0.10183141,0.066972665,0.10800311,1.3754853,3
34.0,21.0,0.071446545,0.5847274,0.1406604,0.091197096,0.109707,0.996741,3
34.0,22.0,0.07761001,0.6522525,0.15943877,0.0984438,0.010139006,1.0868932,1
34.0,26.0,0.052271396,0.73369694,0.12461301,0.072125055,0.015792605,1.4771024,1
35.0,1.0,0.25819525,0.36249477,0.11322623,0.076371685,0.18699177,1.8750498,36
35.0,2.0,0.22261289,0.40849563,0.14505084,0.09010407,0.1307029,1.5001988,21
35.0,3.0,0.11299886,0.560854,0.13297208,0.08281561,0.10823389,1.2944664,33
35.0,4.0,0.11400851,0.56032985,0.14565733,0.088868566,0.08871151,1.1929877,26
35.0,5.0,0.10251815,0.5633632,0.12515472,0.0803285,0.12652498,1.2909104,25
35.0,6.0,0.060659464,0.5502914,0.10506316,0.070946716,0.17808516,1.1613067,30
35.0,7.0,0.073077425,0.56544495,0.11932069,0.08473366,0.1554661,1.1181867,17
35.0,8.0,0.11342993,0.54883057,0.14496781,0.09750154,0.09286912,1.1335286,15
35.0,9.0,0.07423241,0.5429296,0.10921516,0.07677967,0.19490668,1.1540215,14
35.0,10.0,0.061114416,0.57308793,0.08487891,0.055391107,0.22413062,1.3869827,43
35.0,11.0,0.08741268,0.59969336,0.1576159,0.098148346,0.054884266,1.0124058,6
35.0,12.0,0.06492503,0.5717788,0.12298839,0.07920177,0.15899482,1.0708053,10
35.0,13.0,0.10234255,0.58446413,0.15999025,0.095641345,0.05465978,1.0629605,11
35.0,14.0,0.036212426,0.6154858,0.13530187,0.08620036,0.12539136,0.8930894,4
35.0,15.0,0.026810104,0.66901225,0.086484075,0.08406793,0.13252579,1.3364558,3
35.0,16.0,0.067197055,0.65195155,0.17041853,0.09735325,0.010782044,0.9391218,4
35.0,17.0,0.06809276,0.67535317,0.15234394,0.09297162,0.008796338,1.1545949,4
35.0,18.0,0.058789354,0.656318,0.14615043,0.09217292,0.04479399,1.0794017,3
35.0,19.0,0.06668851,0.5110308,0.116754115,0.06913042,0.034437925,1.1621177,5
35.0,20.0,0.0809183,0.59247893,0.14816605,0.08773952,0.088708475,1.0428609,4
35.0,21.0,0.15188262,0.4089985,0.12711112,0.09461248,0.21312791,1.1204877,1
35.0,22.0,0.127129,0.5155437,0.15698966,0.10419661,0.09281334,1.0242317,2
35.0,24.0,0.065172985,0.6298121,0.18912765,0.1029686,0.010866381,0.7117387,2
35.0,26.0,0.06694555,0.62748057,0.19111198,0.10117665,0.011110385,0.7079365,1
36.0,1.0,0.28265023,0.3116553,0.13167997,0.09552336,0.17488879,1.7083791,54
36.0,2.0,0.21534072,0.33448595,0.14982891,0.09497187,0.20133977,1.1813793,19
36.0,3.0,0.1878998,0.4569501,0.17050993,0.1064624,0.074177966,1.176294,28
36.0,4.0,0.1456187,0.49364904,0.1498755,0.097430035,0.11017641,1.1606765,26
36.0,5.0,0.09099808,0.53073764,0.13497366,0.0987322,0.14214763,0.9884477,26
36.0,6.0,0.12102084,0.50963014,0.16136755,0.102483585,0.10213629,0.94013727,23
36.0,7.0,0.0869013,0.55043393,0.13042824,0.090053275,0.13982491,1.0765622,23
36.0,8.0,0.10281645,0.44297683,0.12553783,0.08645954,0.23945269,0.9114774,16
36.0,9.0,0.068118885,0.5698434,0.13177463,0.08845846,0.13977951,0.99922216,10
36.0,10.0,0.06528969,0.5168139,0.0921561,0.06787439,0.2560117,1.1589506,25
36.0,11.0,0.10000344,0.4053305,0.1268225,0.08371174,0.2810347,0.77860916,5
36.0,12.0,0.06894059,0.56907046,0.13957039,0.08693028,0.13313685,0.95088184,14
36.0,13.0,0.070784055,0.6185283,0.16564181,0.10285264,0.039929826,0.8811043,6
36.0,14.0,0.028038505,0.6087153,0.086135134,0.06810103,0.208018,1.2143883,4
36.0,15.0,0.043035794,0.6192367,0.105311535,0.07489535,0.15613002,1.1961966,3
36.0,16.0,0.0713382,0.59761465,0.14039281,0.09136009,0.096947365,1.0347176,6
36.0,17.0,0.12188199,0.39610067,0.15018244,0.10358384,0.057760436,0.76478535,6
36.0,18.0,0.111879595,0.5438319,0.17607002,0.11161345,0.05338138,0.8474072,7
36.0,19.0,0.07059452,0.605587,0.17567736,0.10767405,0.0377195,0.755023,2
36.0,20.0,0.10368844,0.5288275,0.14584224,0.09985987,0.11889824,0.9927168,3
36.0,22.0,0.083212934,0.60799944,0.18573253,0.11102999,0.0096820425,0.7713117,1
36.0,27.0,0.023574023,0.58631915,0.11014812,0.084246024,0.19388744,0.8974526,1
36.0,31.0,0.08393429,0.6095784,0.18587528,0.11457584,0.0034424004,0.7690842,1
37.0,1.0,0.31375837,0.25191137,0.15813814,0.10950453,0.15957174,1.5264648,48
37.0,2.0,0.2234537,0.3690439,0.171124,0.111419454,0.11887913,1.1459368,18
37.0,3.0,0.14461218,0.41956353,0.13783184,0.09860252,0.19494498,1.0148562,27
37.0,4.0,0.18445255,0.3676449,0.1693723,0.10907836,0.16320749,0.88918984,21
37.0,5.0,0.13073151,0.49578103,0.17551203,0.108950466,0.08447422,0.8499157,19
37.0,6.0,0.09565489,0.5145474,0.14390813,0.10155395,0.14082931,0.90357137,22
37.0,7.0,0.113135956,0.42119825,0.16428353,0.10571444,0.10057116,0.62916183,22
37.0,8.0,0.11597587,0.48143634,0.1591568,0.09898927,0.13967447,0.84981745,19
37.0,9.0,0.11784007,0.39892784,0.1538742,0.105877884,0.21954398,0.6293213,17
37.0,10.0,0.051807873,0.5096664,0.07203465,0.061593644,0.30268034,1.2044932,30
37.0,11.0,0.036446072,0.5450253,0.10453154,0.08841337,0.22418702,0.8920759,7
37.0,12.0,0.07990992,0.5521989,0.16384186,0.11012431,0.090810835,0.7387828,6
37.0,13.0,0.17649312,0.38925862,0.21989779,0.13730519,0.06988131,0.459969,12
37.0,14.0,0.07741811,0.46613827,0.13617106,0.096632846,0.12971638,0.7367964,11
37.0,15.0,0.13855626,0.292994,0.16607715,0.11554751,0.28090432,0.3461474,4
